random_walk,engle_granger,random_forest,ann,bic_monthly_weighted_average
42.752979662493765,17.544991385025362,37.01679328029864,22.069734289294768,22.069734289294768
2.533167268956126,1.676828187611515,2.033915237767038,2.0668308873503074,2.0668308873503074
0.836534144319521,0.47863907502650754,0.5953915356374232,0.7682320862331903,0.7682320862331903
70.35366502024168,22.428739704731203,27.183573106143886,25.444302872595504,25.444302872595504
1.2183164777900977,0.7833901962752249,0.8940238982234439,0.7823060959228149,0.7823060959228149
2.133535486001326,0.10612159263704236,0.10316458158817539,0.12107384736171346,0.12107384736171346
0.8761043062269254,0.9047731099764244,1.272738037749785,0.9599758366396144,0.9599758366396144
2.2654136411661416,0.29167955168713205,0.23050958797337767,0.31062933815160115,0.31062933815160115
3.283382773073667,0.0043081107178325265,0.16290067043309636,1.3784238231898627,1.3784238231898627
1.8775904780750714,1.0425468132696734,1.0194422635898823,0.8096192722671398,0.8096192722671398
43.59986534621253,91.53729388008576,69.88716496253265,79.10182815599983,79.10182815599983
0.5961015709160816,0.27539619778517915,0.780551920736305,0.4568207660934523,0.4568207660934523
4.249628826837696,0.2686399760050414,0.496480131536688,0.10414888387939213,0.10414888387939213
1.0510544068777434,0.8772710736712084,1.075006933582928,1.2539176798040426,1.2539176798040426
3.1148794110433276,3.210804355090095,2.4904426654830396,4.032401172682608,4.032401172682608
1.56450780145947,0.3936843227365422,0.7782273916049746,0.3046124206850078,0.3046124206850078
47.22670247979518,30.618308128877487,39.5452349084148,28.421923916446413,28.421923916446413
0.42750603198488907,0.4192880984812244,0.32679458128863226,0.4361992661337676,0.4361992661337676
3.786831333375085,0.14087029876290122,0.1739508096582485,0.20232892063334493,0.20232892063334493
1.0223699541328213,1.260917334993439,0.874137030308386,1.14289159986327,1.14289159986327
1.6331170421209409,0.679102265994107,0.09405904014772529,0.3012789973562184,0.3012789973562184
2.1524671864225358,1.3006401850359064,1.0518892029882998,1.312874908368559,1.312874908368559
0.005330441601326753,3.1968637941358553,1.7923675314520517,3.358425298058881,3.358425298058881
0.9030769453706444,1.5314656125827146,0.16869416777394838,0.9534335666526518,0.9534335666526518
4.269925956016568,2.5761662829921463,1.0029539460416157,2.058000284041418,2.058000284041418
