,sp_500,earnings,10y_usa_rate
1945-01-02,2.5972131241425576,-0.058576265105757995,0.8940826628244362
1945-01-03,2.6288492792480573,-0.040250547004831334,0.9312340240268856
1945-01-04,2.5681880659051672,-0.07600048633650658,0.8562808972457279
1945-01-05,2.5691349782935244,-0.0756551397666074,0.8561570695750113
1945-01-06,2.63365808669212,-0.038061444147190385,0.9332529613988811
1945-01-08,2.563722963798795,-0.07945426468981365,0.845761785073925
1945-01-09,2.600151634306564,-0.0583206829900619,0.8887341408979639
1945-01-10,2.5658279874424386,-0.0786398332704716,0.8457706521148501
1945-01-11,2.566693262437886,-0.07834231683665215,0.8455476675744812
1945-01-12,2.5924515659635325,-0.06346034468228014,0.8755597836079688
1945-01-13,2.5178342341455777,-0.10738696656117662,0.783655539561095
1945-01-15,2.5670932551244716,-0.07894570840403194,0.84093770503419
1945-01-16,2.5522433525674826,-0.08785548110644867,0.8216270480855613
1945-01-17,2.5997175931202583,-0.06025046395904865,0.8780153657641886
1945-01-18,2.557810603219171,-0.08501258230186794,0.8258411399616548
1945-01-19,2.5410766936938054,-0.09502616670699364,0.8042421660209168
1945-01-20,2.64292520043331,-0.03556407453251078,0.9266735288352903
1945-01-22,2.595799205237383,-0.06359336590376156,0.8668863447785354
1945-01-23,2.544425732152193,-0.09390175615401083,0.8032141178065244
1945-01-24,2.5762380357433234,-0.07547283527139768,0.8405794291586114
1945-01-25,2.6001596401358578,-0.06166695786163892,0.8683606883501443
1945-01-26,2.5568626890544657,-0.08724343381718676,0.8144982141278059
1945-01-27,2.6113354465994627,-0.05553808950152947,0.8793869384512468
1945-01-29,2.589829096600531,-0.06855721123839684,0.8507174043926804
1945-01-30,2.579906257855339,-0.07458029042707287,0.8373911647158497
1945-01-31,2.6668902876116043,-0.023827074559393133,0.9417681169943262
1945-02-01,2.6026473712083527,-0.061774722712025935,0.8620884257495115
1945-02-02,2.5672087382858795,-0.08284636895601177,0.8173944497599799
1945-02-03,2.6343031826690235,-0.04384540796212847,0.8972372652950857
1945-02-05,2.6151311073375036,-0.055695397220605444,0.870650496123783
1945-02-06,2.5402733629504457,-0.09986211544433427,0.7780780228185127
1945-02-07,2.563585367459971,-0.08651263574369233,0.8047426374231165
1945-02-08,2.6182260571371807,-0.05480814467683998,0.8694591084236769
1945-02-09,2.6383868772297663,-0.04330489712671359,0.8922962908756455
1945-02-10,2.6196761021254287,-0.05457593990646739,0.8679199898890942
1945-02-13,2.565346043614285,-0.0873331468926249,0.7969801222229679
1945-02-14,2.5931175105972004,-0.0713709343578999,0.8290612049855021
1945-02-15,2.6033772764932577,-0.06566856741741384,0.8398725558253767
1945-02-16,2.657762505999981,-0.03411374667051884,0.9042787446142768
1945-02-17,2.6339186904071954,-0.04839216163982985,0.8736678468517798
1945-02-19,2.635577647515378,-0.04803755836101658,0.8723824732140725
1945-02-20,2.6118859129660565,-0.06222687130557185,0.8419562932587696
1945-02-21,2.6028258142370597,-0.06784372612266856,0.8293017146998518
1945-02-23,2.6650500672895623,-0.032004815427002786,0.9015790179353226
1945-02-24,2.662725784051105,-0.03367525598420324,0.8971057684805082
1945-02-26,2.621577456971552,-0.05840080476465914,0.8438266191099831
1945-02-27,2.6452047152274507,-0.04486662257596349,0.8708741412710668
1945-02-28,2.668965409462099,-0.03125426222902397,0.8980837349226793
1945-03-01,2.6179392150689877,-0.0607984052212283,0.8359292557947589
1945-03-02,2.6282068291071505,-0.05443141614987413,0.8482223056296538
1945-03-03,2.5959044097609443,-0.07300557741559321,0.8088097448255173
1945-03-05,2.663134142372754,-0.03291398254237261,0.8901110424538035
1945-03-06,2.6821738319520696,-0.02140756468869577,0.9130586651505926
1945-03-07,2.632075658865722,-0.050407993779644444,0.8520313617502313
1945-03-08,2.6697614803273377,-0.027977084176517734,0.8976265972953642
1945-03-09,2.6472331690991284,-0.040824740654686345,0.8700856792529296
1945-03-10,2.6119127579983656,-0.06116709846812256,0.8270074622543534
1945-03-12,2.688408797898747,-0.015646511771779573,0.9195636271832708
1945-03-13,2.633205393618305,-0.04763801999972945,0.8523355042073011
1945-03-14,2.689295355236135,-0.01442439800556057,0.9202844291769015
1945-03-15,2.5425658550788173,-0.10003968652090744,0.7418886067539748
1945-03-16,2.6632082541283766,-0.029005750126880406,0.8882429951515421
1945-03-17,2.637420778320492,-0.04376290272925901,0.8567434921288316
1945-03-19,2.6375397449215097,-0.04299050897571446,0.8565319775469368
1945-03-20,2.564614461525275,-0.08536500298362673,0.7677788401769303
1945-03-21,2.626574492669488,-0.04871219443245741,0.8428575582245561
1945-03-22,2.646773638612622,-0.036526468314721255,0.8672134579306507
1945-03-23,2.6860455384397266,-0.013166298952673013,0.9147351460502624
1945-03-24,2.6160360683691875,-0.05383246123684949,0.8295235588395721
1945-03-26,2.6165687290029114,-0.05281769029346053,0.8298145174971432
1945-03-27,2.6662317496574732,-0.023369517560866134,0.8899572727123918
1945-03-28,2.6456403806469413,-0.03508234835992083,0.8647689668756668
1945-03-29,2.615517480096504,-0.05237956193201379,0.8280036520630233
1945-03-31,2.6374483656774945,-0.03882788878473204,0.8542849189146217
1945-04-02,2.6110848688443014,-0.054323594004339636,0.819825691027047
1945-04-03,2.625038338189728,-0.04617332552222146,0.8355545432310387
1945-04-04,2.6236060076102987,-0.04703736871604597,0.8325957854653186
1945-04-05,2.586869227191681,-0.06858576475160835,0.7867562030423048
1945-04-06,2.6493899175103,-0.031980682790508766,0.8614748567055953
1945-04-07,2.6489876966539585,-0.032241199996104676,0.8597672713732293
1945-04-09,2.6332646193746823,-0.04150284142375808,0.8382319090960768
1945-04-10,2.592693043921142,-0.06529798691836597,0.7877345802915663
1945-04-11,2.6283956891046953,-0.04440519931749759,0.8298800060380849
1945-04-12,2.6319551467879116,-0.04234462790307508,0.8329842799352816
1945-04-13,2.616669864330682,-0.05132490986694755,0.8131997111694279
