,sp_500,earnings,10y_usa_rate
1945-01-02,13.426268504237495,0.9431063115542793,2.445091786772456
1945-01-03,13.857814249206962,0.9605487463897545,2.537638753428122
1945-01-04,13.04217146344238,0.9268157558149357,2.354388179313846
1945-01-05,13.054527106104526,0.9271358837314922,2.354096658959155
1945-01-06,13.924614295078776,0.9626537896328252,2.5427672624712976
1945-01-08,12.984066654658266,0.9236202610617783,2.329751908975327
1945-01-09,13.465779754375827,0.943347383466235,2.432049070458154
1945-01-10,13.011427209160866,0.924372792823087,2.329772567072437
1945-01-11,13.022690544018307,0.9246478498348892,2.329253121723698
1945-01-12,13.362490507448651,0.9385113355279425,2.4002185209573716
1945-01-13,12.401708360699367,0.8981780408658414,2.1894613169164665
1945-01-15,13.027900566911644,0.9240900934091874,2.318540064454645
1945-01-16,12.835866882640138,0.9158932310356063,2.2741970569075503
1945-01-17,13.459936319594126,0.9415286850476876,2.4061196971746894
1945-01-18,12.907526659791188,0.9185007274753322,2.2838009538892057
1945-01-19,12.693330444822868,0.9093491394844267,2.235002096331268
1945-01-20,14.054255049574344,0.9650608964231245,2.526092213078164
1945-01-22,13.407298263724643,0.938386501906661,2.3794903944526156
1945-01-23,12.735912160749823,0.9103721963133689,2.2327055870803503
1945-01-24,13.147584266041676,0.9273049201783506,2.3177095362709785
1945-01-25,13.46588755954138,0.9401959595278279,2.3830011682268104
1945-01-26,12.895297229579842,0.9164539725875839,2.2580423342848066
1945-01-27,13.61722378984023,0.9459759912302453,2.409422129478387
1945-01-29,13.327493694571352,0.933740038151446,2.3413259270708116
1945-01-30,13.195901089607592,0.928132950876268,2.310331832652442
1945-01-31,14.39513478889681,0.9764545489923061,2.564511768894845
1945-02-01,13.499428769899248,0.9400946449100903,2.368101136427006
1945-02-02,13.029405156931352,0.9204925525895571,2.2645916365355316
1945-02-03,13.933599905719486,0.9571019063710479,2.4528172583531624
1945-02-05,13.669008367713117,0.9458271936085784,2.3884640348967725
1945-02-06,12.683137596903121,0.9049621897431432,2.177283552177002
1945-02-07,12.982280217529965,0.9171239601681956,2.2361209309133407
1945-02-08,13.711378795775296,0.9466667535878575,2.385620142648959
1945-02-09,13.99061681244483,0.9576193701568311,2.4407278423667744
1945-02-10,13.73127533383147,0.9468865996476578,2.3819512146527475
1945-02-13,13.005157942960365,0.9163717583711057,2.2188302047832966
1945-02-14,13.37139214996608,0.931116444981796,2.2911667943402696
1945-02-15,13.509285671166145,0.9364411799831346,2.3160717881140487
1945-02-16,14.264336997244756,0.9664615665996972,2.4701496716513
1945-02-17,13.92824357417633,0.9527600778505882,2.39568175230762
1945-02-19,13.951369109690244,0.953097989606884,2.392604384346391
1945-02-20,13.624721677020945,0.939669678519812,2.320902905239123
1945-02-21,13.501837863791376,0.9344064854924838,2.2917179084829997
1945-02-23,14.368668928295698,0.9685019183176788,2.463489936459089
1945-02-24,14.335310853770965,0.9668854439216703,2.4524947419023557
1945-02-26,13.757408196780858,0.9432718038276379,2.3252478118699615
1945-02-27,14.086328473914824,0.9561249988183667,2.3889982630241766
1945-02-28,14.425037462753618,0.9692291033911249,2.4548943726474546
1945-03-01,13.707446359544772,0.9410129239479226,2.306956805527824
1945-03-02,13.848914153729817,0.9470234571454483,2.3354913695718627
1945-03-03,13.408708846349256,0.9295956452700866,2.245233994245921
1945-03-05,14.341165992667507,0.9676217883755973,2.4354000690753326
1945-03-06,14.616833323955808,0.9788199508144816,2.4919328769536713
1945-03-07,13.902597022912861,0.9508414079720504,2.3444043515154314
1945-03-08,14.436525386801828,0.9724106501367362,2.453772404525094
1945-03-09,14.114930941030673,0.9599973637145658,2.3871153710243442
1945-03-10,13.625087438023979,0.9406660427879228,2.2864661557938866
1945-03-12,14.708253486617929,0.9844752589705271,2.50819564269719
1945-03-13,13.918312145209267,0.9534788648978757,2.345117492858049
1945-03-14,14.721298978600512,0.9856791352240495,2.51000420684688
1945-03-15,12.71224694373258,0.9048015088994099,2.0998976527457742
1945-03-16,14.342228881042676,0.9714108787147399,2.43085487318857
1945-03-17,13.977107019751026,0.957180875544353,2.3554775591897883
1945-03-19,13.978769927578508,0.9579204816704414,2.354979394025149
1945-03-20,12.995647081756598,0.9181770858551093,2.1549743914708857
1945-03-21,13.82632650686957,0.9524552121682796,2.3229955966096614
1945-03-22,14.10844619003284,0.9641325745941817,2.3802688843761777
1945-03-23,14.673535107866998,0.9869199976107514,2.4961140586814974
1945-03-24,13.681383886464182,0.9475908514026815,2.2922263690683042
1945-03-26,13.688673362311427,0.9485529271255917,2.2928934092113438
1945-03-27,14.385658166983571,0.9769014348350169,2.435025607027681
1945-03-28,14.092466737135917,0.9655259035091242,2.3744574442804014
1945-03-29,13.674290720601864,0.9489686061190276,2.2887450449907902
1945-03-31,13.977492616511013,0.9619162514751398,2.3496935582644536
